{'sample_size': 2, 'difference': 2, 'noise': 0, 'n': 10, 'shap_error': np.float64(10.258608100087477), 'shap_norm_sq': np.float64(8585.105810736944), 'weighted_error': np.float64(134.92939584195045)}
{'sample_size': 10, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(196.87855322304796), 'shap_norm_sq': np.float64(3556.026132002322), 'weighted_error': np.float64(177.17223002853575)}
{'sample_size': 20, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(32.246103933259576), 'shap_norm_sq': np.float64(3556.026132002322), 'weighted_error': np.float64(29.85467855666295)}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(13.061558080395342), 'shap_norm_sq': np.float64(3556.026132002322), 'weighted_error': np.float64(12.687835307565438)}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(5.708236555645609), 'shap_norm_sq': np.float64(3556.026132002322), 'weighted_error': np.float64(6.107882081622253)}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(0.7215615349292891), 'shap_norm_sq': np.float64(3556.026132002322), 'weighted_error': np.float64(1.6456726602784773)}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(0.2885696585458006), 'shap_norm_sq': np.float64(3556.026132002322), 'weighted_error': np.float64(1.258219945048222)}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(0.05866995806721838), 'shap_norm_sq': np.float64(3556.026132002322), 'weighted_error': np.float64(1.0524995613006154)}
{'sample_size': 1280, 'difference': -256, 'noise': 0, 'n': 10, 'shap_error': np.float64(6.94382387013629e-13), 'shap_norm_sq': np.float64(3556.026132002322), 'weighted_error': np.float64(0.9999999999994019)}
{'sample_size': 2560, 'difference': -1536, 'noise': 0, 'n': 10, 'shap_error': np.float64(6.943823892513584e-13), 'shap_norm_sq': np.float64(3556.026132002322), 'weighted_error': np.float64(0.9999999999994023)}
{'sample_size': 2, 'difference': 2, 'noise': 0, 'n': 10, 'shap_error': np.float64(11.811534877211527), 'shap_norm_sq': np.float64(5833.953189312342), 'weighted_error': np.float64(86.71544706682711)}
{'sample_size': 5, 'difference': -1, 'noise': 0, 'n': 10, 'shap_error': np.float64(10.317851475768245), 'shap_norm_sq': np.float64(5833.953189312342), 'weighted_error': np.float64(75.87589772400506)}
{'sample_size': 10, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(245.94622988208954), 'shap_norm_sq': np.float64(5833.953189312342), 'weighted_error': np.float64(1785.8138295970539)}
{'sample_size': 20, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(5.752145795595984), 'shap_norm_sq': np.float64(5833.953189312342), 'weighted_error': np.float64(42.74290108681078)}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(9.019022963325334), 'shap_norm_sq': np.float64(5833.953189312342), 'weighted_error': np.float64(66.45039413698031)}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(2.8147721679293887), 'shap_norm_sq': np.float64(5833.953189312342), 'weighted_error': np.float64(21.426596706397415)}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(0.7608130504723883), 'shap_norm_sq': np.float64(5833.953189312342), 'weighted_error': np.float64(6.52116434266386)}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(0.09368597276236677), 'shap_norm_sq': np.float64(5833.953189312342), 'weighted_error': np.float64(1.67987250263178)}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(0.05436564667290447), 'shap_norm_sq': np.float64(5833.953189312342), 'weighted_error': np.float64(1.3945274885131098)}
{'sample_size': 1280, 'difference': -256, 'noise': 0, 'n': 10, 'shap_error': np.float64(5.011188681353047e-14), 'shap_norm_sq': np.float64(5833.953189312342), 'weighted_error': np.float64(0.9999999999997797)}
{'sample_size': 2560, 'difference': -1536, 'noise': 0, 'n': 10, 'shap_error': np.float64(5.01118866818375e-14), 'shap_norm_sq': np.float64(5833.953189312342), 'weighted_error': np.float64(0.99999999999978)}
{'sample_size': 2, 'difference': 2, 'noise': 0, 'n': 10, 'shap_error': np.float64(0.9811093773792865), 'shap_norm_sq': np.float64(418.65681929198666), 'weighted_error': np.float64(1.2566422590024555)}
{'sample_size': 5, 'difference': -1, 'noise': 0, 'n': 10, 'shap_error': np.float64(64.20122393323832), 'shap_norm_sq': np.float64(418.65681929198666), 'weighted_error': np.float64(17.794005371360882)}
{'sample_size': 10, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(1896.5529051192482), 'shap_norm_sq': np.float64(418.65681929198666), 'weighted_error': np.float64(497.10773517523904)}
{'sample_size': 20, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(180.41462581873353), 'shap_norm_sq': np.float64(418.65681929198666), 'weighted_error': np.float64(48.19356540199008)}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(44.54274487736488), 'shap_norm_sq': np.float64(418.65681929198666), 'weighted_error': np.float64(12.651666480641165)}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(18.325954529188763), 'shap_norm_sq': np.float64(418.65681929198666), 'weighted_error': np.float64(5.793773980554002)}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(10.517172781652159), 'shap_norm_sq': np.float64(418.65681929198666), 'weighted_error': np.float64(3.751124171248047)}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(2.0339379341836317), 'shap_norm_sq': np.float64(418.65681929198666), 'weighted_error': np.float64(1.5320453192311314)}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(0.1565605867719272), 'shap_norm_sq': np.float64(418.65681929198666), 'weighted_error': np.float64(1.0409536877445973)}
{'sample_size': 1280, 'difference': -256, 'noise': 0, 'n': 10, 'shap_error': np.float64(2.946734519544052e-12), 'shap_norm_sq': np.float64(418.65681929198666), 'weighted_error': np.float64(0.9999999999993857)}
{'sample_size': 2560, 'difference': -1536, 'noise': 0, 'n': 10, 'shap_error': np.float64(2.946734519717986e-12), 'shap_norm_sq': np.float64(418.65681929198666), 'weighted_error': np.float64(0.9999999999993857)}
{'sample_size': 2, 'difference': 2, 'noise': 0, 'n': 10, 'shap_error': np.float64(5.058159995469848), 'shap_norm_sq': np.float64(4346.749493935927), 'weighted_error': np.float64(14.884764366843536)}
{'sample_size': 5, 'difference': -1, 'noise': 0, 'n': 10, 'shap_error': np.float64(5.746214510707281), 'shap_norm_sq': np.float64(4346.749493935927), 'weighted_error': np.float64(16.773489902594868)}
{'sample_size': 10, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(53.4235369310268), 'shap_norm_sq': np.float64(4346.749493935927), 'weighted_error': np.float64(147.6488413678777)}
{'sample_size': 20, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(7.302729718971547), 'shap_norm_sq': np.float64(4346.749493935927), 'weighted_error': np.float64(21.046160495733957)}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(1.8109023774952833), 'shap_norm_sq': np.float64(4346.749493935927), 'weighted_error': np.float64(5.970968257321392)}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(1.0663429949209688), 'shap_norm_sq': np.float64(4346.749493935927), 'weighted_error': np.float64(3.9271357600756946)}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(0.5027632027222817), 'shap_norm_sq': np.float64(4346.749493935927), 'weighted_error': np.float64(2.3800968580909276)}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(0.10600045096047042), 'shap_norm_sq': np.float64(4346.749493935927), 'weighted_error': np.float64(1.2909735764685786)}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(0.011021705378231406), 'shap_norm_sq': np.float64(4346.749493935927), 'weighted_error': np.float64(1.0302548383184098)}
{'sample_size': 1280, 'difference': -256, 'noise': 0, 'n': 10, 'shap_error': np.float64(6.477706085900376e-14), 'shap_norm_sq': np.float64(4346.749493935927), 'weighted_error': np.float64(0.9999999999998426)}
{'sample_size': 2560, 'difference': -1536, 'noise': 0, 'n': 10, 'shap_error': np.float64(6.477706103248755e-14), 'shap_norm_sq': np.float64(4346.749493935927), 'weighted_error': np.float64(0.9999999999998426)}
{'sample_size': 2, 'difference': 2, 'noise': 0, 'n': 10, 'shap_error': np.float64(17.107222447838193), 'shap_norm_sq': np.float64(1771.902805123948), 'weighted_error': np.float64(111.47478087675312)}
{'sample_size': 5, 'difference': -1, 'noise': 0, 'n': 10, 'shap_error': np.float64(14.867656078831722), 'shap_norm_sq': np.float64(1771.902805123948), 'weighted_error': np.float64(97.01214442171107)}
{'sample_size': 10, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(52.740828243991054), 'shap_norm_sq': np.float64(1771.902805123948), 'weighted_error': np.float64(341.588989861506)}
{'sample_size': 20, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(54.95254202381228), 'shap_norm_sq': np.float64(1771.902805123948), 'weighted_error': np.float64(355.871790889486)}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(11.097938816058676), 'shap_norm_sq': np.float64(1771.902805123948), 'weighted_error': np.float64(72.6681179760079)}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(3.818015099904747), 'shap_norm_sq': np.float64(1771.902805123948), 'weighted_error': np.float64(25.65592754457872)}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(0.721962806058347), 'shap_norm_sq': np.float64(1771.902805123948), 'weighted_error': np.float64(5.662281146267942)}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(0.1474195082128192), 'shap_norm_sq': np.float64(1771.902805123948), 'weighted_error': np.float64(1.9520044214159524)}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(0.07135291509651416), 'shap_norm_sq': np.float64(1771.902805123948), 'weighted_error': np.float64(1.4607827232738175)}
{'sample_size': 1280, 'difference': -256, 'noise': 0, 'n': 10, 'shap_error': np.float64(2.0669823091108923e-13), 'shap_norm_sq': np.float64(1771.902805123948), 'weighted_error': np.float64(0.9999999999987406)}
{'sample_size': 2560, 'difference': -1536, 'noise': 0, 'n': 10, 'shap_error': np.float64(2.066982303327351e-13), 'shap_norm_sq': np.float64(1771.902805123948), 'weighted_error': np.float64(0.9999999999987405)}
{'sample_size': 2, 'difference': 2, 'noise': 0, 'n': 10, 'shap_error': np.float64(6.556116543893332), 'shap_norm_sq': np.float64(3678.1711558233146), 'weighted_error': np.float64(75.672222999433)}
{'sample_size': 5, 'difference': -1, 'noise': 0, 'n': 10, 'shap_error': np.float64(6.524582727280443), 'shap_norm_sq': np.float64(3678.1711558233146), 'weighted_error': np.float64(75.31306446016973)}
{'sample_size': 10, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(15.798051005742176), 'shap_norm_sq': np.float64(3678.1711558233146), 'weighted_error': np.float64(180.93512272022352)}
{'sample_size': 20, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(14.45543594576151), 'shap_norm_sq': np.float64(3678.1711558233146), 'weighted_error': np.float64(165.64313604482757)}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(4.472290401285572), 'shap_norm_sq': np.float64(3678.1711558233146), 'weighted_error': np.float64(51.93806404866494)}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(0.4929377113379818), 'shap_norm_sq': np.float64(3678.1711558233146), 'weighted_error': np.float64(6.614413845122671)}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(0.676384000261021), 'shap_norm_sq': np.float64(3678.1711558233146), 'weighted_error': np.float64(8.70381407050789)}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(0.12807324984577445), 'shap_norm_sq': np.float64(3678.1711558233146), 'weighted_error': np.float64(2.4587167402146664)}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': np.float64(0.04807728026657301), 'shap_norm_sq': np.float64(3678.1711558233146), 'weighted_error': np.float64(1.5475856208674064)}
{'sample_size': 1280, 'difference': -256, 'noise': 0, 'n': 10, 'shap_error': np.float64(2.0414575328153396e-14), 'shap_norm_sq': np.float64(3678.1711558233146), 'weighted_error': np.float64(0.9999999999997721)}
{'sample_size': 2560, 'difference': -1536, 'noise': 0, 'n': 10, 'shap_error': np.float64(2.0414575541187767e-14), 'shap_norm_sq': np.float64(3678.1711558233146), 'weighted_error': np.float64(0.9999999999997718)}
