{'sample_size': 256, 'difference': -240, 'noise': 0, 'n': 4, 'shap_error': np.float64(5.162088897916478e-08), 'shap_norm_sq': np.float64(8.501325828159748e-08), 'weighted_error': np.float64(0.999999892681001)}
{'sample_size': 512, 'difference': -496, 'noise': 0, 'n': 4, 'shap_error': np.float64(5.162088897909002e-08), 'shap_norm_sq': np.float64(8.501325828159748e-08), 'weighted_error': np.float64(0.999999892681001)}
{'sample_size': 1024, 'difference': -1008, 'noise': 0, 'n': 4, 'shap_error': np.float64(5.162088897916799e-08), 'shap_norm_sq': np.float64(8.501325828159748e-08), 'weighted_error': np.float64(0.999999892681001)}
{'sample_size': 1, 'difference': 5, 'noise': 0, 'n': 4, 'shap_error': np.float64(0.49960470473127344), 'shap_norm_sq': np.float64(1.0434404463512417), 'weighted_error': np.float64(359.39312801525534)}
{'sample_size': 2, 'difference': 4, 'noise': 0, 'n': 4, 'shap_error': np.float64(0.0006277213181345768), 'shap_norm_sq': np.float64(1.0434404463512417), 'weighted_error': np.float64(1.450297521688763)}
{'sample_size': 4, 'difference': 2, 'noise': 0, 'n': 4, 'shap_error': np.float64(4.136421317662222e-05), 'shap_norm_sq': np.float64(1.0434404463512417), 'weighted_error': np.float64(1.0296731560085377)}
{'sample_size': 8, 'difference': 0, 'noise': 0, 'n': 4, 'shap_error': np.float64(0.49285729076091117), 'shap_norm_sq': np.float64(1.0434404463512417), 'weighted_error': np.float64(354.55278727245565)}
{'sample_size': 16, 'difference': 0, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.0235473843830344e-13), 'shap_norm_sq': np.float64(1.0434404463512417), 'weighted_error': np.float64(0.9999999999699831)}
{'sample_size': 32, 'difference': -16, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.0235473843830344e-13), 'shap_norm_sq': np.float64(1.0434404463512417), 'weighted_error': np.float64(0.9999999999699831)}
{'sample_size': 64, 'difference': -48, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.0235473868778372e-13), 'shap_norm_sq': np.float64(1.0434404463512417), 'weighted_error': np.float64(0.9999999999699836)}
{'sample_size': 128, 'difference': -112, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.023547387259107e-13), 'shap_norm_sq': np.float64(1.0434404463512417), 'weighted_error': np.float64(0.9999999999699832)}
{'sample_size': 256, 'difference': -240, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.0235473837015963e-13), 'shap_norm_sq': np.float64(1.0434404463512417), 'weighted_error': np.float64(0.9999999999699832)}
{'sample_size': 512, 'difference': -496, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.0235473871374941e-13), 'shap_norm_sq': np.float64(1.0434404463512417), 'weighted_error': np.float64(0.9999999999699831)}
{'sample_size': 1024, 'difference': -1008, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.0235473843830344e-13), 'shap_norm_sq': np.float64(1.0434404463512417), 'weighted_error': np.float64(0.9999999999699831)}
{'sample_size': 1, 'difference': 5, 'noise': 0, 'n': 4, 'shap_error': np.float64(0.1222823934216014), 'shap_norm_sq': np.float64(0.6021120534884185), 'weighted_error': np.float64(1.1892056164660623)}
{'sample_size': 2, 'difference': 4, 'noise': 0, 'n': 4, 'shap_error': np.float64(0.1789415483684047), 'shap_norm_sq': np.float64(0.6021120534884185), 'weighted_error': np.float64(1.2768733486698909)}
{'sample_size': 4, 'difference': 2, 'noise': 0, 'n': 4, 'shap_error': np.float64(0.1789415483684047), 'shap_norm_sq': np.float64(0.6021120534884185), 'weighted_error': np.float64(1.2768733486698909)}
{'sample_size': 8, 'difference': 0, 'noise': 0, 'n': 4, 'shap_error': np.float64(0.00022994392694617954), 'shap_norm_sq': np.float64(0.6021120534884185), 'weighted_error': np.float64(1.0003557929024278)}
{'sample_size': 16, 'difference': 0, 'noise': 0, 'n': 4, 'shap_error': np.float64(3.2618262833192635e-13), 'shap_norm_sq': np.float64(0.6021120534884185), 'weighted_error': np.float64(0.9999999999997532)}
{'sample_size': 32, 'difference': -16, 'noise': 0, 'n': 4, 'shap_error': np.float64(3.2618262843500874e-13), 'shap_norm_sq': np.float64(0.6021120534884185), 'weighted_error': np.float64(0.9999999999997532)}
{'sample_size': 64, 'difference': -48, 'noise': 0, 'n': 4, 'shap_error': np.float64(3.261826283290216e-13), 'shap_norm_sq': np.float64(0.6021120534884185), 'weighted_error': np.float64(0.9999999999997532)}
{'sample_size': 128, 'difference': -112, 'noise': 0, 'n': 4, 'shap_error': np.float64(3.261826282053558e-13), 'shap_norm_sq': np.float64(0.6021120534884185), 'weighted_error': np.float64(0.9999999999997532)}
{'sample_size': 256, 'difference': -240, 'noise': 0, 'n': 4, 'shap_error': np.float64(3.261826279660603e-13), 'shap_norm_sq': np.float64(0.6021120534884185), 'weighted_error': np.float64(0.9999999999997532)}
{'sample_size': 512, 'difference': -496, 'noise': 0, 'n': 4, 'shap_error': np.float64(3.261826281016313e-13), 'shap_norm_sq': np.float64(0.6021120534884185), 'weighted_error': np.float64(0.9999999999997532)}
{'sample_size': 1024, 'difference': -1008, 'noise': 0, 'n': 4, 'shap_error': np.float64(3.2618262808869996e-13), 'shap_norm_sq': np.float64(0.6021120534884185), 'weighted_error': np.float64(0.9999999999997531)}
{'sample_size': 1, 'difference': 5, 'noise': 0, 'n': 4, 'shap_error': np.float64(0.09627321063489239), 'shap_norm_sq': np.float64(0.6492111728177692), 'weighted_error': np.float64(1.221646456572203)}
{'sample_size': 2, 'difference': 4, 'noise': 0, 'n': 4, 'shap_error': np.float64(0.07932052398912215), 'shap_norm_sq': np.float64(0.6492111728177692), 'weighted_error': np.float64(1.182616904661376)}
{'sample_size': 4, 'difference': 2, 'noise': 0, 'n': 4, 'shap_error': np.float64(0.21353179375401446), 'shap_norm_sq': np.float64(0.6492111728177692), 'weighted_error': np.float64(1.491605314582498)}
{'sample_size': 8, 'difference': 0, 'noise': 0, 'n': 4, 'shap_error': np.float64(0.08058931632845709), 'shap_norm_sq': np.float64(0.6492111728177692), 'weighted_error': np.float64(1.1855379989550363)}
{'sample_size': 16, 'difference': 0, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.2965461444754018e-13), 'shap_norm_sq': np.float64(0.6492111728177692), 'weighted_error': np.float64(0.9999999999997098)}
{'sample_size': 32, 'difference': -16, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.2965461437854436e-13), 'shap_norm_sq': np.float64(0.6492111728177692), 'weighted_error': np.float64(0.9999999999997098)}
{'sample_size': 64, 'difference': -48, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.2965461441228519e-13), 'shap_norm_sq': np.float64(0.6492111728177692), 'weighted_error': np.float64(0.9999999999997098)}
{'sample_size': 128, 'difference': -112, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.2965461437854436e-13), 'shap_norm_sq': np.float64(0.6492111728177692), 'weighted_error': np.float64(0.9999999999997098)}
{'sample_size': 256, 'difference': -240, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.2965461449492615e-13), 'shap_norm_sq': np.float64(0.6492111728177692), 'weighted_error': np.float64(0.9999999999997098)}
{'sample_size': 512, 'difference': -496, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.296546143254188e-13), 'shap_norm_sq': np.float64(0.6492111728177692), 'weighted_error': np.float64(0.99999999999971)}
{'sample_size': 1024, 'difference': -1008, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.2965461447913621e-13), 'shap_norm_sq': np.float64(0.6492111728177692), 'weighted_error': np.float64(0.99999999999971)}
{'sample_size': 1, 'difference': 5, 'noise': 0, 'n': 4, 'shap_error': np.float64(0.25845651760867777), 'shap_norm_sq': np.float64(7.91974461574407e-05), 'weighted_error': np.float64(2.378898853859022)}
{'sample_size': 2, 'difference': 4, 'noise': 0, 'n': 4, 'shap_error': np.float64(0.10665052326044591), 'shap_norm_sq': np.float64(7.91974461574407e-05), 'weighted_error': np.float64(1.5689597600029723)}
{'sample_size': 4, 'difference': 2, 'noise': 0, 'n': 4, 'shap_error': np.float64(0.10579584007254622), 'shap_norm_sq': np.float64(7.91974461574407e-05), 'weighted_error': np.float64(1.5644084884829716)}
